[2026-02-17T12:28:20.978+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-17T12:28:21.164+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-17T12:20:00+00:00 [queued]>
[2026-02-17T12:28:21.192+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-17T12:20:00+00:00 [queued]>
[2026-02-17T12:28:21.220+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-17T12:28:21.309+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-02-17 12:20:00+00:00
[2026-02-17T12:28:21.356+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=94622) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-17T12:28:21.362+0000] {standard_task_runner.py:64} INFO - Started process 94857 to run task
[2026-02-17T12:28:21.357+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-02-17T12:20:00+00:00', '--job-id', '1562', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpst_q28o6']
[2026-02-17T12:28:21.369+0000] {standard_task_runner.py:91} INFO - Job 1562: Subtask load_snowflake
[2026-02-17T12:28:21.721+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-17T12:20:00+00:00 [running]> on host bc06947cd9a6
[2026-02-17T12:28:22.114+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-02-17T12:20:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-17T12:20:00+00:00'
[2026-02-17T12:28:22.122+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-17T12:28:22.277+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-02-17T12:28:22.282+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-02-17T12:28:23.682+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771324930.json to Snowflake stage...
[2026-02-17T12:28:24.837+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771324943.json to Snowflake stage...
[2026-02-17T12:28:25.352+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771324953.json to Snowflake stage...
[2026-02-17T12:28:25.881+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771324964.json to Snowflake stage...
[2026-02-17T12:28:26.571+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771324974.json to Snowflake stage...
[2026-02-17T12:28:27.214+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771324985.json to Snowflake stage...
[2026-02-17T12:28:27.876+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771324996.json to Snowflake stage...
[2026-02-17T12:28:28.500+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325007.json to Snowflake stage...
[2026-02-17T12:28:29.149+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325017.json to Snowflake stage...
[2026-02-17T12:28:29.700+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325028.json to Snowflake stage...
[2026-02-17T12:28:30.164+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325039.json to Snowflake stage...
[2026-02-17T12:28:30.836+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325049.json to Snowflake stage...
[2026-02-17T12:28:31.402+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325059.json to Snowflake stage...
[2026-02-17T12:28:32.133+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325069.json to Snowflake stage...
[2026-02-17T12:28:32.729+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325080.json to Snowflake stage...
[2026-02-17T12:28:33.390+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325090.json to Snowflake stage...
[2026-02-17T12:28:33.907+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325101.json to Snowflake stage...
[2026-02-17T12:28:34.420+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325112.json to Snowflake stage...
[2026-02-17T12:28:35.152+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325122.json to Snowflake stage...
[2026-02-17T12:28:35.744+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325132.json to Snowflake stage...
[2026-02-17T12:28:36.477+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325143.json to Snowflake stage...
[2026-02-17T12:28:37.187+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325153.json to Snowflake stage...
[2026-02-17T12:28:37.827+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325163.json to Snowflake stage...
[2026-02-17T12:28:38.469+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325174.json to Snowflake stage...
[2026-02-17T12:28:39.120+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325184.json to Snowflake stage...
[2026-02-17T12:28:39.743+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325195.json to Snowflake stage...
[2026-02-17T12:28:40.403+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771325205.json to Snowflake stage...
